state,district,pincode,region_key,total_enrolment,total_demographic,total_biometric,activity_ratio,bio_share,demo_share,z_score_activity,iqr_flag_activity,anomaly_score
assam,baksa,781315,assam_baksa_781315,295.0,817.0,3441.0,14.433898305084746,0.806232427366448,0.1914245548266167,-0.4346938095581337,0,0.13020793200690578
assam,baksa,781316,assam_baksa_781316,2.0,18.0,10.0,0.56,0.2631578947368421,0.47368421052631576,-0.8383221236797759,0,0.21850394276263108
assam,baksa,781318,assam_baksa_781318,8.0,171.0,185.0,7.12,0.505464480874317,0.4672131147540984,-0.6474744122137375,0,0.1425018042590716
assam,baksa,781325,assam_baksa_781325,0.0,3.0,2.0,0.1,0.13333333333333333,0.2,-0.8517047375935529,0,0.21438106058168124
assam,baksa,781327,assam_baksa_781327,28.0,1044.0,906.0,39.0,0.46224489795918366,0.5326530612244897,0.2799989172889002,0,0.1384372865547929
assam,baksa,781328,assam_baksa_781328,3.0,143.0,81.0,4.48,0.34615384615384615,0.6111111111111112,-0.7242789790232407,0,0.23654620090992137
assam,baksa,781329,assam_baksa_781329,7.0,36.0,90.0,2.52,0.6617647058823529,0.2647058823529412,-0.7813005513515083,0,0.10660201192270535
assam,baksa,781330,assam_baksa_781330,10.0,113.0,238.0,7.02,0.6592797783933518,0.31301939058171746,-0.6503836761080368,0,0.09405976310595424
assam,baksa,781333,assam_baksa_781333,19.0,321.0,327.0,12.96,0.4969604863221885,0.4878419452887538,-0.4775734007866545,0,0.134659662803502
assam,baksa,781340,assam_baksa_781340,8.0,28.0,29.0,1.14,0.43283582089552236,0.417910447761194,-0.8214483930928395,0,0.15900015684938748
assam,baksa,781343,assam_baksa_781343,21.0,282.0,389.0,13.42,0.5712187958883994,0.41409691629955947,-0.46419078687287746,0,0.09100497435738353
assam,baksa,781344,assam_baksa_781344,177.0,626.0,546.0,6.621468926553672,0.4619289340101523,0.5296108291032149,-0.6619779967353746,0,0.17564021610239877
assam,baksa,781346,assam_baksa_781346,81.0,510.0,872.0,17.061728395061728,0.6264367816091954,0.36637931034482757,-0.3582432975468989,0,0.07613994015983028
assam,baksa,781349,assam_baksa_781349,28.0,324.0,395.0,14.38,0.541838134430727,0.4444444444444444,-0.43626185348760355,0,0.10519694703618773
assam,baksa,781355,assam_baksa_781355,4.0,80.0,137.0,4.34,0.6035242290748899,0.3524229074889868,-0.7283519484752599,0,0.10309171583114776
assam,baksa,781360,assam_baksa_781360,456.0,1761.0,1493.0,7.135964912280702,0.4574142156862745,0.5395220588235294,-0.6470099507849985,0,0.17863533665849554
assam,baksa,781366,assam_baksa_781366,0.0,2.0,2.0,0.08,0.14285714285714285,0.14285714285714285,-0.8522865903724128,0,0.23231866963908931
assam,baksa,781367,assam_baksa_781367,371.0,1216.0,1107.0,6.261455525606469,0.4744963566223746,0.5212173167595371,-0.6724517366237708,0,0.17091140186878306
assam,baksa,781368,assam_baksa_781368,228.0,851.0,817.0,7.315789473684211,0.4868891537544696,0.5071513706793802,-0.641778379747004,0,0.16011919031168706
assam,baksa,781371,assam_baksa_781371,1.0,8.0,7.0,0.3,0.28,0.32,-0.8458862098049542,0,0.1615986320922903
assam,baksa,781372,assam_baksa_781372,364.0,1409.0,1137.0,6.9945054945054945,0.4448356807511737,0.5512519561815337,-0.6511253785514187,0,0.18599490882416864
assam,baksa,781373,assam_baksa_781373,13.0,123.0,336.0,9.18,0.7164179104477612,0.2622601279317697,-0.5875435759911706,0,0.10040988433020882
assam,baksa,781377,assam_baksa_781377,21.0,410.0,680.0,21.8,0.6181818181818182,0.37272727272727274,-0.22039447253059063,0,0.06271807981276505
assam,barpeta,781301,assam_barpeta_781301,70.0,305.0,797.0,15.742857142857142,0.716726618705036,0.27428057553956836,-0.3966127426995808,0,0.07717350471951517
assam,barpeta,781302,assam_barpeta_781302,382.0,1147.0,2073.0,8.429319371727749,0.6417956656346749,0.35510835913312694,-0.6093828564709949,0,0.1007676718408348
assam,barpeta,781305,assam_barpeta_781305,437.0,1186.0,2231.0,7.8192219679633865,0.6510067114093959,0.3460752845053983,-0.6271321999587692,0,0.10145413999451927
assam,barpeta,781307,assam_barpeta_781307,75.0,881.0,1693.0,34.32,0.6551857585139319,0.34094427244582043,0.1438453670356899,0,0.0522696761753577
assam,barpeta,781308,assam_barpeta_781308,1820.0,6240.0,6496.0,6.997802197802198,0.5096500863015848,0.48956535383649774,-0.6510294687527055,0,0.1497473001934701
assam,barpeta,781309,assam_barpeta_781309,964.0,2986.0,5871.0,9.187759336099585,0.6621179654900192,0.3367542573587459,-0.587317836427588,0,0.09671188543454276
assam,barpeta,781312,assam_barpeta_781312,35.0,324.0,337.0,13.22,0.5022354694485842,0.4828614008941878,-0.4700093146614761,0,0.1309679649822468
assam,barpeta,781313,assam_barpeta_781313,435.0,1835.0,3047.0,11.222988505747127,0.6228536385936222,0.375102207686018,-0.5281076490287833,0,0.09537543749075911
assam,barpeta,781314,assam_barpeta_781314,1512.0,3029.0,5547.0,5.671957671957672,0.6460517120894479,0.35278360121127417,-0.6896017848376449,0,0.10893468529366354
assam,barpeta,781315,assam_barpeta_781315,1127.0,1278.0,5508.0,6.021295474711624,0.8104767510300177,0.18805179517363155,-0.6794386262729855,0,0.15682175408717935
assam,barpeta,781316,assam_barpeta_781316,239.0,4260.0,6125.0,43.45188284518829,0.5892255892255892,0.4098124098124098,0.40951593752047033,0,0.08809707620219473
assam,barpeta,781317,assam_barpeta_781317,377.0,951.0,3863.0,12.76923076923077,0.800787728026534,0.19713930348258707,-0.4831233811388564,0,0.13181999885253645
assam,barpeta,781318,assam_barpeta_781318,99.0,850.0,2809.0,36.95959595959596,0.7656037067320796,0.23167075497410738,0.22063817924359996,0,0.08553356983351143
assam,barpeta,781319,assam_barpeta_781319,348.0,4613.0,5663.0,29.528735632183906,0.5505541512735758,0.44847365350962476,0.004454842702385526,0,0.061462607220860666
assam,barpeta,781321,assam_barpeta_781321,141.0,1731.0,3586.0,37.709219858156025,0.6731743945935799,0.3249483761967336,0.2424467166674473,0,0.06058069946492773
assam,barpeta,781325,assam_barpeta_781325,148.0,794.0,1760.0,17.256756756756758,0.6864274570982839,0.3096723868954758,-0.3525694078364618,0,0.06922811708922519
assam,barpeta,781326,assam_barpeta_781326,17.0,114.0,209.0,6.46,0.6276276276276276,0.34234234234234234,-0.6666755539161132,0,0.0988272798737983
assam,barpeta,781327,assam_barpeta_781327,0.0,2.0,0.0,0.04,0.0,0.16666666666666666,-0.8534502959301326,0,0.2563100239576524
assam,barpeta,781328,assam_barpeta_781328,10.0,270.0,518.0,15.76,0.6491228070175439,0.3383458646616541,-0.3961140117462723,0,0.07521842481247853
assam,barpeta,781329,assam_barpeta_781329,24.0,149.0,327.0,9.52,0.6728395061728395,0.3065843621399177,-0.5776520787505527,0,0.08758949309890449
assam,barpeta,781338,assam_barpeta_781338,0.0,2.0,5.0,0.14,0.29411764705882354,0.11764705882352941,-0.8505410320358332,0,0.20686471923306432
assam,barpeta,781352,assam_barpeta_781352,174.0,2197.0,6846.0,51.97126436781609,0.7562134099193637,0.24268198387274936,0.6573672281758925,0,0.12322939332002994
assam,barpeta,781355,assam_barpeta_781355,7.0,26.0,128.0,3.08,0.7804878048780488,0.15853658536585366,-0.7650086735434318,0,0.1689595864253935
assam,barpeta,781367,assam_barpeta_781367,0.0,0.0,1.0,0.02,0.09090909090909091,0.0,-0.8540321487089925,0,0.29427800874205723
assam,barpeta,781371,assam_barpeta_781371,7.0,13.0,15.0,0.56,0.39473684210526316,0.34210526315789475,-0.8383221236797759,0,0.1427121318445509
assam,barpeta,781375,assam_barpeta_781375,39.0,482.0,965.0,28.94,0.6623198352779684,0.33081674673987643,-0.012673030477615936,0,0.037211957781511394
assam,barpeta,781377,assam_barpeta_781377,0.0,1.0,0.0,0.02,0.0,0.09090909090909091,-0.8540321487089925,0,0.282919694731504
assam,barpeta,783101,assam_barpeta_783101,872.0,0.0,0.0,0.0,0.0,0.0,-0.8546140014878523,0,0.3148396626045489
assam,biswanath,784166,assam_biswanath_784166,24.0,66.0,26.0,1.84,0.2549019607843137,0.6470588235294118,-0.801083545832744,0,0.2774063795819514
assam,biswanath,784167,assam_biswanath_784167,18.0,166.0,143.0,6.18,0.4482758620689655,0.5203761755485894,-0.6748214928201515,0,0.17676729659591078
assam,biswanath,784168,assam_biswanath_784168,57.0,1643.0,1381.0,53.05263157894737,0.45517468688200396,0.541529334212261,0.6888270540141268,0,0.18402565526720602
assam,biswanath,784169,assam_biswanath_784169,11.0,583.0,207.0,15.8,0.25875,0.72875,-0.39495030618855254,0,0.2645562675057846
assam,biswanath,784170,assam_biswanath_784170,13.0,442.0,316.0,15.16,0.4114583333333333,0.5755208333333334,-0.4135695951120685,0,0.17827294238067623
assam,biswanath,784172,assam_biswanath_784172,40.0,372.0,448.0,16.4,0.5397590361445783,0.44819277108433736,-0.3774947228227564,0,0.10110286201349598
assam,biswanath,784173,assam_biswanath_784173,19.0,190.0,318.0,10.16,0.6138996138996139,0.3667953667953668,-0.5590327898270367,0,0.0935370990227557
assam,biswanath,784174,assam_biswanath_784174,116.0,540.0,773.0,11.318965517241379,0.5842781557067271,0.40816326530612246,-0.5253154244865536,0,0.0979831983527899
assam,biswanath,784175,assam_biswanath_784175,54.0,408.0,909.0,24.38888888888889,0.6850037678975132,0.30746043707611154,-0.1450768628226182,0,0.0473825230462003
assam,biswanath,784176,assam_biswanath_784176,226.0,1431.0,1253.0,11.876106194690266,0.4651076466221232,0.5311804008908686,-0.5091067319170781,0,0.16018627155032258
assam,biswanath,784177,assam_biswanath_784177,30.0,205.0,391.0,11.92,0.6452145214521452,0.33828382838283827,-0.507829745287368,0,0.085486788202465
assam,biswanath,784178,assam_biswanath_784178,14.0,105.0,373.0,9.56,0.764344262295082,0.2151639344262295,-0.576488373192833,0,0.12661984045847796
assam,biswanath,784179,assam_biswanath_784179,13.0,138.0,300.0,8.76,0.6696428571428571,0.3080357142857143,-0.5997624843472278,0,0.08958823666790947
assam,biswanath,784180,assam_biswanath_784180,2.0,23.0,19.0,0.84,0.36538461538461536,0.4423076923076923,-0.8301761847757376,0,0.18363649314100655
assam,biswanath,784184,assam_biswanath_784184,16.0,139.0,174.0,6.26,0.5386996904024768,0.43034055727554177,-0.6724940817047119,0,0.12458488387786959
assam,biswanath,784189,assam_biswanath_784189,0.0,19.0,18.0,0.74,0.3829787234042553,0.40425531914893614,-0.833085448670037,0,0.16662269602987761
assam,bongaigaon,783334,assam_bongaigaon_783334,0.0,0.0,1.0,0.02,0.09090909090909091,0.0,-0.8540321487089925,0,0.29427800874205723
assam,bongaigaon,783371,assam_bongaigaon_783371,83.0,148.0,299.0,5.385542168674699,0.6542669584245077,0.3238512035010941,-0.6979343676623322,0,0.1014805796489522
assam,bongaigaon,783372,assam_bongaigaon_783372,36.0,362.0,1249.0,32.22,0.770512029611351,0.22331893892658852,0.08275082525540317,0,0.07577898973722126
assam,bongaigaon,783380,assam_bongaigaon_783380,243.0,7772.0,3967.0,48.30864197530864,0.33764575708570943,0.6615031066473742,0.5508118773261497,0,0.23877975631581047
assam,bongaigaon,783381,assam_bongaigaon_783381,59.0,325.0,393.0,12.169491525423728,0.5398351648351648,0.44642857142857145,-0.5005713784188788,0,0.112775041643983
assam,bongaigaon,783382,assam_bongaigaon_783382,54.0,668.0,1754.0,44.851851851851855,0.7212171052631579,0.2746710526315789,0.45024473036271495,0,0.08341262527828876
assam,bongaigaon,783383,assam_bongaigaon_783383,34.0,1882.0,1840.0,74.44,0.4930332261521972,0.5042872454448017,1.311042041428595,0,0.2246560162395304
assam,bongaigaon,783384,assam_bongaigaon_783384,616.0,11519.0,7569.0,30.98701298701299,0.39632422243166826,0.6031521625301078,0.04687997926517186,0,0.1547015176782089
assam,bongaigaon,783385,assam_bongaigaon_783385,0.0,14.0,21.0,0.7,0.4666666666666667,0.3111111111111111,-0.8342491542277567,0,0.11521909674265363
assam,bongaigaon,783388,assam_bongaigaon_783388,96.0,3550.0,2474.0,62.75,0.41000994365263504,0.588332780908187,0.9709490921849994,0,0.23882788559420653
assam,bongaigaon,783389,assam_bongaigaon_783389,21.0,185.0,524.0,14.18,0.7287899860917941,0.2573018080667594,-0.4420803812762023,0,0.09039172997128213
assam,bongaigaon,783390,assam_bongaigaon_783390,52.0,733.0,1942.0,51.44230769230769,0.7232774674115456,0.27299813780260707,0.6419784825988405,0,0.10363701331269759
assam,bongaigaon,783391,assam_bongaigaon_783391,324.0,393.0,475.0,2.6790123456790123,0.541002277904328,0.44760820045558086,-0.7766744625911902,0,0.1405355574531998
assam,bongaigaon,783392,assam_bongaigaon_783392,55.0,1084.0,3083.0,75.76363636363637,0.7380895379458942,0.2595163993296624,1.3495501162476848,0,0.18245993815172304
assam,bongaigaon,783393,assam_bongaigaon_783393,0.0,0.0,1.0,0.02,0.09090909090909091,0.0,-0.8540321487089925,0,0.29427800874205723
assam,cachar,782448,assam_cachar_782448,534.0,0.0,0.0,0.0,0.0,0.0,-0.8546140014878523,0,0.3148396626045489
assam,cachar,788001,assam_cachar_788001,292.0,488.0,1365.0,6.345890410958904,0.7326892109500805,0.26194310252281267,-0.6699953029900192,0,0.11243596705680417
assam,cachar,788002,assam_cachar_788002,612.0,388.0,1629.0,3.295751633986928,0.8036507153428712,0.1914158855451406,-0.7587318891544892,0,0.1620325038078505
assam,cachar,788003,assam_cachar_788003,487.0,537.0,2228.0,5.677618069815195,0.8028828828828829,0.1935135135135135,-0.6894371089265022,0,0.15419467443988205
assam,cachar,788004,assam_cachar_788004,12.0,70.0,445.0,10.3,0.8476190476190476,0.13333333333333333,-0.5549598203750177,0,0.1719285836074565
assam,cachar,788005,assam_cachar_788005,726.0,1354.0,2708.0,5.595041322314049,0.6650294695481336,0.3325147347740668,-0.6918394844266399,0,0.106334839270429
assam,cachar,788006,assam_cachar_788006,66.0,628.0,1259.0,28.59090909090909,0.6636794939377966,0.33104902477596204,-0.02282900625407924,0,0.038615618979112316
assam,cachar,788007,assam_cachar_788007,120.0,458.0,1364.0,15.183333333333334,0.7445414847161572,0.25,-0.4128907668700653,0,0.0935844672928457
assam,cachar,788008,assam_cachar_788008,5.0,30.0,37.0,1.34,0.4805194805194805,0.38961038961038963,-0.8156298653042408,0,0.13774522617989612
assam,cachar,788009,assam_cachar_788009,591.0,511.0,1770.0,3.8595600676818953,0.772588389349629,0.22304670449585334,-0.7423292139599867,0,0.142300539567702
assam,cachar,788010,assam_cachar_788010,15.0,86.0,226.0,6.24,0.7018633540372671,0.2670807453416149,-0.673075934483572,0,0.103990984285313
assam,cachar,788011,assam_cachar_788011,172.0,282.0,274.0,3.2325581395348837,0.4840989399293286,0.49823321554770317,-0.7605703546721286,0,0.16950205596127937
assam,cachar,788013,assam_cachar_788013,103.0,769.0,1281.0,19.902912621359224,0.6218446601941747,0.3733009708737864,-0.275585750680697,0,0.06926438775702777
assam,cachar,788014,assam_cachar_788014,15.0,91.0,148.0,4.78,0.5943775100401606,0.3654618473895582,-0.7155511873403426,0,0.10431858813968421
assam,cachar,788015,assam_cachar_788015,30.0,173.0,417.0,11.8,0.695,0.28833333333333333,-0.5113208619605272,0,0.07955779486724468
assam,cachar,788025,assam_cachar_788025,75.0,869.0,1581.0,32.666666666666664,0.6426829268292683,0.3532520325203252,0.09574553731660697,0,0.048953446553132884
assam,cachar,788026,assam_cachar_788026,47.0,662.0,1020.0,33.64,0.6028368794326241,0.3912529550827423,0.12406237255445421,0,0.056116874549812984
assam,cachar,788030,assam_cachar_788030,1065.0,1516.0,1725.0,3.043192488262911,0.5306059673946478,0.46631805598277454,-0.766079501192789,0,0.14837824883973805
assam,cachar,788031,assam_cachar_788031,38.0,369.0,374.0,14.86,0.49667994687915007,0.4900398406374502,-0.42229738679496664,0,0.12996565125399895
assam,cachar,788098,assam_cachar_788098,367.0,742.0,1036.0,4.844686648501362,0.5794183445190156,0.41498881431767337,-0.7136692820310602,0,0.11811472700676762
assam,cachar,788099,assam_cachar_788099,250.0,1693.0,1586.0,13.116,0.48221343873517786,0.5147461234417756,-0.47303494911154753,0,0.14696120535940987
assam,cachar,788101,assam_cachar_788101,409.0,2394.0,2141.0,11.0880195599022,0.4710671067106711,0.5267326732673268,-0.5320342518387662,0,0.15957610007629563
assam,cachar,788102,assam_cachar_788102,187.0,199.0,234.0,2.3155080213903743,0.5282167042889391,0.4492099322799097,-0.7872497626519365,0,0.14503809647861424
assam,cachar,788103,assam_cachar_788103,30.0,327.0,409.0,14.72,0.5482573726541555,0.4383378016085791,-0.4263703562469857,0,0.10061976037971426
assam,cachar,788104,assam_cachar_788104,222.0,1349.0,901.0,10.135135135135135,0.3986725663716814,0.5969026548672567,-0.5597561743629167,0,0.20326917103049844
assam,cachar,788106,assam_cachar_788106,24.0,586.0,432.0,20.36,0.42023346303501946,0.5700389105058365,-0.2622878726085015,0,0.15924434140584698
assam,cachar,788107,assam_cachar_788107,541.0,896.0,1205.0,3.8835489833641406,0.5708195168166745,0.42444339175746093,-0.7416313130974093,0,0.12228520298322093
assam,cachar,788108,assam_cachar_788108,17.0,239.0,75.0,6.28,0.23148148148148148,0.7376543209876543,-0.6719122289258521,0,0.30152333405436715
assam,cachar,788109,assam_cachar_788109,12.0,81.0,20.0,2.02,0.18018018018018017,0.7297297297297297,-0.7958468708230051,0,0.32270979141749895
assam,cachar,788110,assam_cachar_788110,28.0,624.0,1080.0,34.08,0.6301050175029171,0.36406067677946324,0.13686313368937136,0,0.054016617143211605
assam,cachar,788111,assam_cachar_788111,38.0,184.0,476.0,13.2,0.7104477611940299,0.2746268656716418,-0.4705911674403361,0,0.08303385762869259
assam,cachar,788112,assam_cachar_788112,187.0,184.0,571.0,4.037433155080214,0.74640522875817,0.24052287581699347,-0.737154416450632,0,0.1297527164162781
assam,cachar,788113,assam_cachar_788113,235.0,613.0,661.0,5.421276595744681,0.514797507788162,0.47741433021806856,-0.6968947588777504,0,0.1489142032625859
assam,cachar,788114,assam_cachar_788114,272.0,531.0,903.0,5.272058823529412,0.6253462603878116,0.36772853185595566,-0.7012358976486872,0,0.11066612065343379
assam,cachar,788115,assam_cachar_788115,41.0,282.0,666.0,18.96,0.6951983298538622,0.29436325678496866,-0.3030175671286926,0,0.06088556154416583
assam,cachar,788116,assam_cachar_788116,340.0,862.0,1465.0,6.844117647058823,0.6268720581942662,0.3688489516474112,-0.6555005578985986,0,0.10682939658964441
assam,cachar,788117,assam_cachar_788117,262.0,410.0,510.0,3.5114503816793894,0.5483870967741935,0.44086021505376344,-0.7524566433674166,0,0.1340831858300001
assam,cachar,788118,assam_cachar_788118,73.0,346.0,404.0,10.273972602739725,0.531578947368421,0.45526315789473687,-0.5557170260461367,0,0.1232480408630704
assam,cachar,788119,assam_cachar_788119,439.0,1181.0,2497.0,8.378132118451026,0.6770607375271149,0.3202277657266811,-0.6108720287490581,0,0.09664527157615727
assam,cachar,788120,assam_cachar_788120,311.0,1164.0,2179.0,10.7491961414791,0.6498657918282136,0.3471518043543096,-0.5418915192163803,0,0.09305004927882596
assam,cachar,788121,assam_cachar_788121,35.0,248.0,355.0,12.06,0.5791190864600326,0.40456769983686786,-0.5037567758353488,0,0.09340359415302141
assam,cachar,788123,assam_cachar_788123,31.0,244.0,302.0,10.92,0.5431654676258992,0.43884892086330934,-0.5369223842303616,0,0.11300251891697954
assam,cachar,788126,assam_cachar_788126,356.0,973.0,906.0,5.27808988764045,0.47961884595023824,0.5150873478030704,-0.7010604380780627,0,0.17046852610484897
assam,cachar,788127,assam_cachar_788127,11.0,91.0,209.0,6.0,0.6741935483870968,0.29354838709677417,-0.6800581678298904,0,0.09356664675871693
assam,cachar,788150,assam_cachar_788150,12.0,104.0,179.0,5.66,0.6109215017064846,0.35494880546075086,-0.6899496650705081,0,0.10180513044019579
assam,cachar,788152,assam_cachar_788152,1.0,4.0,0.0,0.08,0.0,0.2857142857142857,-0.8522865903724128,0,0.21446989047964862
assam,cachar,788155,assam_cachar_788155,0.0,4.0,0.0,0.08,0.0,0.2857142857142857,-0.8522865903724128,0,0.21446989047964862
assam,cachar,788161,assam_cachar_788161,0.0,4.0,3.0,0.14,0.17647058823529413,0.23529411764705882,-0.8505410320358332,0,0.19216572463117196
assam,cachar,788163,assam_cachar_788163,0.0,2.0,3.0,0.1,0.2,0.13333333333333333,-0.8517047375935529,0,0.2227104908560869
assam,cachar,788164,assam_cachar_788164,1.0,4.0,0.0,0.08,0.0,0.2857142857142857,-0.8522865903724128,0,0.21446989047964862
assam,cachar,788165,assam_cachar_788165,0.0,2.0,0.0,0.04,0.0,0.16666666666666666,-0.8534502959301326,0,0.2563100239576524
assam,cachar,788166,assam_cachar_788166,0.0,1.0,0.0,0.02,0.0,0.09090909090909091,-0.8540321487089925,0,0.282919694731504
assam,cachar,788709,assam_cachar_788709,2.0,0.0,0.0,0.0,0.0,0.0,-0.8546140014878523,0,0.3148396626045489
assam,cachar,788713,assam_cachar_788713,0.0,0.0,1.0,0.02,0.09090909090909091,0.0,-0.8540321487089925,0,0.29427800874205723
assam,cachar,788722,assam_cachar_788722,0.0,0.0,3.0,0.06,0.23076923076923078,0.0,-0.8528684431512727,0,0.262617840363815
assam,cachar,788725,assam_cachar_788725,0.0,4.0,0.0,0.08,0.0,0.2857142857142857,-0.8522865903724128,0,0.21446989047964862
assam,cachar,788726,assam_cachar_788726,0.0,2.0,0.0,0.04,0.0,0.16666666666666666,-0.8534502959301326,0,0.2563100239576524
assam,cachar,788735,assam_cachar_788735,0.0,2.0,0.0,0.04,0.0,0.16666666666666666,-0.8534502959301326,0,0.2563100239576524
assam,cachar,788801,assam_cachar_788801,11.0,87.0,173.0,5.2,0.6407407407407407,0.32222222222222224,-0.7033322789842853,0,0.09839876788737434
assam,cachar,788802,assam_cachar_788802,229.0,184.0,543.0,3.1746724890829694,0.7367706919945726,0.2496607869742198,-0.7622544010007065,0,0.12688710770550982
assam,cachar,788804,assam_cachar_788804,27.0,375.0,620.0,19.9,0.6169154228855721,0.373134328358209,-0.27567048652227866,0,0.06810272545222612
assam,cachar,788805,assam_cachar_788805,357.0,566.0,935.0,4.204481792717087,0.6187954996690933,0.3745863666446062,-0.7322945307499434,0,0.11469806873314731
assam,cachar,788806,assam_cachar_788806,4.0,33.0,6.0,0.78,0.12244897959183673,0.673469387755102,-0.8319217431123171,0,0.3196197644482179
assam,cachar,788815,assam_cachar_788815,1119.0,2084.0,2517.0,4.111706881143879,0.5458685751463891,0.45196269789633486,-0.7349935977553109,0,0.13679609782917967
assam,cachar,788816,assam_cachar_788816,37.0,724.0,709.0,28.66,0.49133749133749133,0.5017325017325017,-0.02081896938165419,0,0.0951207763591247
assam,cachar,788817,assam_cachar_788817,702.0,1050.0,1946.0,4.267806267806268,0.6473719228210246,0.34930139720558884,-0.7304522546599193,0,0.11209704867095785
assam,charaideo,785669,assam_charaideo_785669,3.0,22.0,18.0,0.8,0.36,0.44,-0.8313398903334573,0,0.1841585008162973
assam,charaideo,785670,assam_charaideo_785670,39.0,852.0,773.0,32.5,0.472782874617737,0.5211009174311927,0.09089676415944142,0,0.113101564600293
assam,charaideo,785673,assam_charaideo_785673,10.0,162.0,475.0,12.74,0.7341576506955177,0.250386398763524,-0.4839737813541132,0,0.09821539309293831
assam,charaideo,785686,assam_charaideo_785686,8.0,29.0,19.0,0.96,0.3275862068965517,0.5,-0.8266850681025784,0,0.2120323421806633
assam,charaideo,785688,assam_charaideo_785688,6.0,51.0,23.0,1.48,0.27380952380952384,0.6071428571428571,-0.8115568958522217,0,0.2601996054404871
assam,charaideo,785689,assam_charaideo_785689,132.0,728.0,971.0,12.871212121212121,0.5681685196021065,0.42598010532475133,-0.4801564744867446,0,0.09717652831235604
assam,charaideo,785690,assam_charaideo_785690,168.0,1315.0,1093.0,14.333333333333334,0.4520264681555004,0.5438378825475599,-0.4376195099716099,0,0.1604240434211408
assam,charaideo,785691,assam_charaideo_785691,27.0,640.0,781.0,28.42,0.5457721872816212,0.4472396925227114,-0.027801202727972624,0,0.06444328039306335
assam,charaideo,785692,assam_charaideo_785692,230.0,1294.0,1341.0,11.456521739130435,0.5069943289224953,0.4892249527410208,-0.5213135509887729,0,0.13725537939228066
assam,charaideo,785693,assam_charaideo_785693,21.0,523.0,666.0,23.78,0.5554628857381151,0.4361968306922435,-0.16279104742346318,0,0.07188634472601252
assam,charaideo,785698,assam_charaideo_785698,4.0,65.0,56.0,2.42,0.42748091603053434,0.4961832061068702,-0.7842098152458077,0,0.18391704012995222
assam,chirang,781317,assam_chirang_781317,4.0,39.0,38.0,1.54,0.4367816091954023,0.4482758620689655,-0.809811337515642,0,0.16758898400068628
assam,chirang,783337,assam_chirang_783337,0.0,1.0,1.0,0.04,0.08333333333333333,0.08333333333333333,-0.8534502959301326,0,0.26672181180065946
assam,chirang,783346,assam_chirang_783346,0.0,4.0,1.0,0.1,0.06666666666666667,0.26666666666666666,-0.8517047375935529,0,0.20605163030727558
assam,chirang,783360,assam_chirang_783360,0.0,12.0,2.0,0.28,0.08333333333333333,0.5,-0.846468062583814,0,0.269098983946621
assam,chirang,783370,assam_chirang_783370,0.0,1.0,0.0,0.02,0.0,0.09090909090909091,-0.8540321487089925,0,0.282919694731504
assam,chirang,783372,assam_chirang_783372,52.0,878.0,3238.0,79.15384615384616,0.7847794474066893,0.2127968977217644,1.4481802656152607,0,0.2192275417338383
assam,chirang,783373,assam_chirang_783373,239.0,660.0,930.0,6.652719665271967,0.58125,0.4125,-0.6610688302771414,0,0.11239551136030607
assam,chirang,783375,assam_chirang_783375,563.0,389.0,2118.0,4.452930728241563,0.8414779499404053,0.15454906634882798,-0.7250664955729587,0,0.18011851748832833
