state,district,pincode,region_key,activity_ratio,bio_share,demo_share
assam,baksa,781360,assam_baksa_781360,7.135964912280702,0.4574142156862745,0.5395220588235294
assam,baksa,781366,assam_baksa_781366,0.08,0.14285714285714285,0.14285714285714285
assam,baksa,781367,assam_baksa_781367,6.261455525606469,0.4744963566223746,0.5212173167595371
assam,baksa,781368,assam_baksa_781368,7.315789473684211,0.4868891537544696,0.5071513706793802
assam,baksa,781371,assam_baksa_781371,0.3,0.28,0.32
assam,baksa,781372,assam_baksa_781372,6.9945054945054945,0.4448356807511737,0.5512519561815337
assam,baksa,781373,assam_baksa_781373,9.18,0.7164179104477612,0.2622601279317697
assam,baksa,781377,assam_baksa_781377,21.8,0.6181818181818182,0.37272727272727274
assam,barpeta,781301,assam_barpeta_781301,15.742857142857142,0.716726618705036,0.27428057553956836
assam,barpeta,781302,assam_barpeta_781302,8.429319371727749,0.6417956656346749,0.35510835913312694
assam,barpeta,781305,assam_barpeta_781305,7.8192219679633865,0.6510067114093959,0.3460752845053983
assam,barpeta,781307,assam_barpeta_781307,34.32,0.6551857585139319,0.34094427244582043
assam,barpeta,781308,assam_barpeta_781308,6.997802197802198,0.5096500863015848,0.48956535383649774
assam,barpeta,781309,assam_barpeta_781309,9.187759336099585,0.6621179654900192,0.3367542573587459
assam,barpeta,781312,assam_barpeta_781312,13.22,0.5022354694485842,0.4828614008941878
assam,barpeta,781313,assam_barpeta_781313,11.222988505747127,0.6228536385936222,0.375102207686018
assam,barpeta,781314,assam_barpeta_781314,5.671957671957672,0.6460517120894479,0.35278360121127417
assam,barpeta,781315,assam_barpeta_781315,6.021295474711624,0.8104767510300177,0.18805179517363155
assam,barpeta,781316,assam_barpeta_781316,43.45188284518829,0.5892255892255892,0.4098124098124098
assam,barpeta,781317,assam_barpeta_781317,12.76923076923077,0.800787728026534,0.19713930348258707
assam,barpeta,781318,assam_barpeta_781318,36.95959595959596,0.7656037067320796,0.23167075497410738
assam,barpeta,781319,assam_barpeta_781319,29.528735632183906,0.5505541512735758,0.44847365350962476
assam,barpeta,781321,assam_barpeta_781321,37.709219858156025,0.6731743945935799,0.3249483761967336
assam,barpeta,781325,assam_barpeta_781325,17.256756756756758,0.6864274570982839,0.3096723868954758
assam,barpeta,781326,assam_barpeta_781326,6.46,0.6276276276276276,0.34234234234234234
assam,barpeta,781327,assam_barpeta_781327,0.04,0.0,0.16666666666666666
assam,barpeta,781328,assam_barpeta_781328,15.76,0.6491228070175439,0.3383458646616541
assam,barpeta,781329,assam_barpeta_781329,9.52,0.6728395061728395,0.3065843621399177
assam,barpeta,781338,assam_barpeta_781338,0.14,0.29411764705882354,0.11764705882352941
assam,barpeta,781352,assam_barpeta_781352,51.97126436781609,0.7562134099193637,0.24268198387274936
assam,barpeta,781355,assam_barpeta_781355,3.08,0.7804878048780488,0.15853658536585366
assam,barpeta,781367,assam_barpeta_781367,0.02,0.09090909090909091,0.0
assam,barpeta,781371,assam_barpeta_781371,0.56,0.39473684210526316,0.34210526315789475
assam,barpeta,781375,assam_barpeta_781375,28.94,0.6623198352779684,0.33081674673987643
assam,barpeta,781377,assam_barpeta_781377,0.02,0.0,0.09090909090909091
assam,barpeta,783101,assam_barpeta_783101,0.0,0.0,0.0
assam,biswanath,784166,assam_biswanath_784166,1.84,0.2549019607843137,0.6470588235294118
assam,biswanath,784167,assam_biswanath_784167,6.18,0.4482758620689655,0.5203761755485894
assam,biswanath,784168,assam_biswanath_784168,53.05263157894737,0.45517468688200396,0.541529334212261
assam,biswanath,784169,assam_biswanath_784169,15.8,0.25875,0.72875
assam,biswanath,784170,assam_biswanath_784170,15.16,0.4114583333333333,0.5755208333333334
assam,biswanath,784172,assam_biswanath_784172,16.4,0.5397590361445783,0.44819277108433736
assam,biswanath,784173,assam_biswanath_784173,10.16,0.6138996138996139,0.3667953667953668
assam,biswanath,784174,assam_biswanath_784174,11.318965517241379,0.5842781557067271,0.40816326530612246
assam,biswanath,784175,assam_biswanath_784175,24.38888888888889,0.6850037678975132,0.30746043707611154
assam,biswanath,784176,assam_biswanath_784176,11.876106194690266,0.4651076466221232,0.5311804008908686
assam,biswanath,784177,assam_biswanath_784177,11.92,0.6452145214521452,0.33828382838283827
assam,biswanath,784178,assam_biswanath_784178,9.56,0.764344262295082,0.2151639344262295
assam,biswanath,784179,assam_biswanath_784179,8.76,0.6696428571428571,0.3080357142857143
assam,biswanath,784180,assam_biswanath_784180,0.84,0.36538461538461536,0.4423076923076923
assam,biswanath,784184,assam_biswanath_784184,6.26,0.5386996904024768,0.43034055727554177
assam,biswanath,784189,assam_biswanath_784189,0.74,0.3829787234042553,0.40425531914893614
assam,bongaigaon,783334,assam_bongaigaon_783334,0.02,0.09090909090909091,0.0
assam,bongaigaon,783371,assam_bongaigaon_783371,5.385542168674699,0.6542669584245077,0.3238512035010941
assam,bongaigaon,783372,assam_bongaigaon_783372,32.22,0.770512029611351,0.22331893892658852
assam,bongaigaon,783380,assam_bongaigaon_783380,48.30864197530864,0.33764575708570943,0.6615031066473742
assam,bongaigaon,783381,assam_bongaigaon_783381,12.169491525423728,0.5398351648351648,0.44642857142857145
assam,bongaigaon,783382,assam_bongaigaon_783382,44.851851851851855,0.7212171052631579,0.2746710526315789
assam,bongaigaon,783383,assam_bongaigaon_783383,74.44,0.4930332261521972,0.5042872454448017
assam,bongaigaon,783384,assam_bongaigaon_783384,30.98701298701299,0.39632422243166826,0.6031521625301078
assam,bongaigaon,783385,assam_bongaigaon_783385,0.7,0.4666666666666667,0.3111111111111111
assam,bongaigaon,783388,assam_bongaigaon_783388,62.75,0.41000994365263504,0.588332780908187
assam,bongaigaon,783389,assam_bongaigaon_783389,14.18,0.7287899860917941,0.2573018080667594
assam,bongaigaon,783390,assam_bongaigaon_783390,51.44230769230769,0.7232774674115456,0.27299813780260707
assam,bongaigaon,783391,assam_bongaigaon_783391,2.6790123456790123,0.541002277904328,0.44760820045558086
assam,bongaigaon,783392,assam_bongaigaon_783392,75.76363636363637,0.7380895379458942,0.2595163993296624
assam,bongaigaon,783393,assam_bongaigaon_783393,0.02,0.09090909090909091,0.0
assam,cachar,782448,assam_cachar_782448,0.0,0.0,0.0
assam,cachar,788001,assam_cachar_788001,6.345890410958904,0.7326892109500805,0.26194310252281267
assam,cachar,788002,assam_cachar_788002,3.295751633986928,0.8036507153428712,0.1914158855451406
assam,cachar,788003,assam_cachar_788003,5.677618069815195,0.8028828828828829,0.1935135135135135
assam,cachar,788004,assam_cachar_788004,10.3,0.8476190476190476,0.13333333333333333
assam,cachar,788005,assam_cachar_788005,5.595041322314049,0.6650294695481336,0.3325147347740668
assam,cachar,788006,assam_cachar_788006,28.59090909090909,0.6636794939377966,0.33104902477596204
assam,cachar,788007,assam_cachar_788007,15.183333333333334,0.7445414847161572,0.25
assam,cachar,788008,assam_cachar_788008,1.34,0.4805194805194805,0.38961038961038963
assam,cachar,788009,assam_cachar_788009,3.8595600676818953,0.772588389349629,0.22304670449585334
assam,cachar,788010,assam_cachar_788010,6.24,0.7018633540372671,0.2670807453416149
assam,cachar,788011,assam_cachar_788011,3.2325581395348837,0.4840989399293286,0.49823321554770317
assam,cachar,788013,assam_cachar_788013,19.902912621359224,0.6218446601941747,0.3733009708737864
assam,cachar,788014,assam_cachar_788014,4.78,0.5943775100401606,0.3654618473895582
assam,cachar,788015,assam_cachar_788015,11.8,0.695,0.28833333333333333
assam,cachar,788025,assam_cachar_788025,32.666666666666664,0.6426829268292683,0.3532520325203252
assam,cachar,788026,assam_cachar_788026,33.64,0.6028368794326241,0.3912529550827423
assam,cachar,788030,assam_cachar_788030,3.043192488262911,0.5306059673946478,0.46631805598277454
assam,cachar,788031,assam_cachar_788031,14.86,0.49667994687915007,0.4900398406374502
assam,cachar,788098,assam_cachar_788098,4.844686648501362,0.5794183445190156,0.41498881431767337
assam,cachar,788099,assam_cachar_788099,13.116,0.48221343873517786,0.5147461234417756
assam,cachar,788101,assam_cachar_788101,11.0880195599022,0.4710671067106711,0.5267326732673268
assam,cachar,788102,assam_cachar_788102,2.3155080213903743,0.5282167042889391,0.4492099322799097
assam,cachar,788103,assam_cachar_788103,14.72,0.5482573726541555,0.4383378016085791
assam,cachar,788104,assam_cachar_788104,10.135135135135135,0.3986725663716814,0.5969026548672567
assam,cachar,788106,assam_cachar_788106,20.36,0.42023346303501946,0.5700389105058365
assam,cachar,788107,assam_cachar_788107,3.8835489833641406,0.5708195168166745,0.42444339175746093
assam,cachar,788108,assam_cachar_788108,6.28,0.23148148148148148,0.7376543209876543
assam,cachar,788109,assam_cachar_788109,2.02,0.18018018018018017,0.7297297297297297
assam,cachar,788110,assam_cachar_788110,34.08,0.6301050175029171,0.36406067677946324
assam,cachar,788111,assam_cachar_788111,13.2,0.7104477611940299,0.2746268656716418
assam,cachar,788112,assam_cachar_788112,4.037433155080214,0.74640522875817,0.24052287581699347
assam,cachar,788113,assam_cachar_788113,5.421276595744681,0.514797507788162,0.47741433021806856
assam,cachar,788114,assam_cachar_788114,5.272058823529412,0.6253462603878116,0.36772853185595566
assam,cachar,788115,assam_cachar_788115,18.96,0.6951983298538622,0.29436325678496866
assam,cachar,788116,assam_cachar_788116,6.844117647058823,0.6268720581942662,0.3688489516474112
assam,cachar,788117,assam_cachar_788117,3.5114503816793894,0.5483870967741935,0.44086021505376344
assam,cachar,788118,assam_cachar_788118,10.273972602739725,0.531578947368421,0.45526315789473687
assam,cachar,788119,assam_cachar_788119,8.378132118451026,0.6770607375271149,0.3202277657266811
assam,cachar,788120,assam_cachar_788120,10.7491961414791,0.6498657918282136,0.3471518043543096
assam,cachar,788121,assam_cachar_788121,12.06,0.5791190864600326,0.40456769983686786
assam,cachar,788123,assam_cachar_788123,10.92,0.5431654676258992,0.43884892086330934
assam,cachar,788126,assam_cachar_788126,5.27808988764045,0.47961884595023824,0.5150873478030704
assam,cachar,788127,assam_cachar_788127,6.0,0.6741935483870968,0.29354838709677417
assam,cachar,788150,assam_cachar_788150,5.66,0.6109215017064846,0.35494880546075086
assam,cachar,788152,assam_cachar_788152,0.08,0.0,0.2857142857142857
assam,cachar,788155,assam_cachar_788155,0.08,0.0,0.2857142857142857
assam,cachar,788161,assam_cachar_788161,0.14,0.17647058823529413,0.23529411764705882
assam,cachar,788163,assam_cachar_788163,0.1,0.2,0.13333333333333333
assam,cachar,788164,assam_cachar_788164,0.08,0.0,0.2857142857142857
assam,cachar,788165,assam_cachar_788165,0.04,0.0,0.16666666666666666
assam,cachar,788166,assam_cachar_788166,0.02,0.0,0.09090909090909091
assam,cachar,788709,assam_cachar_788709,0.0,0.0,0.0
assam,cachar,788713,assam_cachar_788713,0.02,0.09090909090909091,0.0
assam,cachar,788722,assam_cachar_788722,0.06,0.23076923076923078,0.0
assam,cachar,788725,assam_cachar_788725,0.08,0.0,0.2857142857142857
assam,cachar,788726,assam_cachar_788726,0.04,0.0,0.16666666666666666
assam,cachar,788735,assam_cachar_788735,0.04,0.0,0.16666666666666666
assam,cachar,788801,assam_cachar_788801,5.2,0.6407407407407407,0.32222222222222224
assam,cachar,788802,assam_cachar_788802,3.1746724890829694,0.7367706919945726,0.2496607869742198
assam,cachar,788804,assam_cachar_788804,19.9,0.6169154228855721,0.373134328358209
assam,cachar,788805,assam_cachar_788805,4.204481792717087,0.6187954996690933,0.3745863666446062
assam,cachar,788806,assam_cachar_788806,0.78,0.12244897959183673,0.673469387755102
assam,cachar,788815,assam_cachar_788815,4.111706881143879,0.5458685751463891,0.45196269789633486
assam,cachar,788816,assam_cachar_788816,28.66,0.49133749133749133,0.5017325017325017
assam,cachar,788817,assam_cachar_788817,4.267806267806268,0.6473719228210246,0.34930139720558884
assam,charaideo,785669,assam_charaideo_785669,0.8,0.36,0.44
assam,charaideo,785670,assam_charaideo_785670,32.5,0.472782874617737,0.5211009174311927
assam,charaideo,785673,assam_charaideo_785673,12.74,0.7341576506955177,0.250386398763524
assam,charaideo,785686,assam_charaideo_785686,0.96,0.3275862068965517,0.5
assam,charaideo,785688,assam_charaideo_785688,1.48,0.27380952380952384,0.6071428571428571
assam,charaideo,785689,assam_charaideo_785689,12.871212121212121,0.5681685196021065,0.42598010532475133
assam,charaideo,785690,assam_charaideo_785690,14.333333333333334,0.4520264681555004,0.5438378825475599
assam,charaideo,785691,assam_charaideo_785691,28.42,0.5457721872816212,0.4472396925227114
assam,charaideo,785692,assam_charaideo_785692,11.456521739130435,0.5069943289224953,0.4892249527410208
assam,charaideo,785693,assam_charaideo_785693,23.78,0.5554628857381151,0.4361968306922435
assam,charaideo,785698,assam_charaideo_785698,2.42,0.42748091603053434,0.4961832061068702
assam,chirang,781317,assam_chirang_781317,1.54,0.4367816091954023,0.4482758620689655
assam,chirang,783337,assam_chirang_783337,0.04,0.08333333333333333,0.08333333333333333
assam,chirang,783346,assam_chirang_783346,0.1,0.06666666666666667,0.26666666666666666
assam,chirang,783360,assam_chirang_783360,0.28,0.08333333333333333,0.5
assam,chirang,783370,assam_chirang_783370,0.02,0.0,0.09090909090909091
assam,chirang,783372,assam_chirang_783372,79.15384615384616,0.7847794474066893,0.2127968977217644
assam,chirang,783373,assam_chirang_783373,6.652719665271967,0.58125,0.4125
assam,chirang,783375,assam_chirang_783375,4.452930728241563,0.8414779499404053,0.15454906634882798
assam,chirang,783380,assam_chirang_783380,21.7,0.5799086757990868,0.410958904109589
assam,chirang,783381,assam_chirang_783381,7.5,0.7116883116883117,0.2623376623376623
assam,chirang,783384,assam_chirang_783384,0.02,0.09090909090909091,0.0
assam,chirang,783385,assam_chirang_783385,35.254901960784316,0.581858407079646,0.41261061946902655
assam,chirang,783390,assam_chirang_783390,6.240478781284004,0.7166231505657094,0.28163620539599654
assam,chirang,783391,assam_chirang_783391,43.79032258064516,0.7570642201834863,0.23926605504587156
assam,chirang,783392,assam_chirang_783392,12.42,0.8478605388272583,0.13629160063391443
assam,chirang,783393,assam_chirang_783393,17.221238938053098,0.7583290620194771,0.23910814966683752
assam,chirang,783394,assam_chirang_783394,7.737089201877934,0.7882991556091676,0.20566948130277443
assam,darrang,784114,assam_darrang_784114,3.6253101736972706,0.4711080897348742,0.522093813732155
assam,darrang,784115,assam_darrang_784115,9.64240506329114,0.4382372214941022,0.560124508519004
assam,darrang,784116,assam_darrang_784116,9.35778175313059,0.5123068116771609,0.48578515550467466
assam,darrang,784125,assam_darrang_784125,8.876447876447877,0.6447482638888888,0.3530815972222222
assam,darrang,784144,assam_darrang_784144,20.69090909090909,0.5905923344947736,0.40069686411149824
assam,darrang,784145,assam_darrang_784145,7.998489425981873,0.6067860508953817,0.39132893496701227
assam,darrang,784146,assam_darrang_784146,8.339950372208436,0.45031148027291606,0.5467220409374073
assam,darrang,784147,assam_darrang_784147,9.58,0.6646216768916156,0.3149284253578732
assam,darrang,784148,assam_darrang_784148,23.84,0.46089850249584025,0.5307820299500832
assam,darrang,784149,assam_darrang_784149,0.0,0.0,0.0
assam,darrang,784168,assam_darrang_784168,0.02,0.0,0.09090909090909091
assam,darrang,784190,assam_darrang_784190,7.1069182389937104,0.8083700440528634,0.18722466960352424
assam,darrang,784507,assam_darrang_784507,0.08,0.0,0.2857142857142857
assam,darrang,784509,assam_darrang_784509,0.28,0.125,0.4583333333333333
assam,darrang,784514,assam_darrang_784514,9.556034482758621,0.5532105972159856,0.4422990570273911
assam,darrang,784521,assam_darrang_784521,0.02,0.0,0.09090909090909091
assam,darrang,784522,assam_darrang_784522,1.42,0.3333333333333333,0.5432098765432098
assam,darrang,784524,assam_darrang_784524,0.0,0.0,0.0
assam,darrang,784525,assam_darrang_784525,26.6,0.5097014925373134,0.4828358208955224
assam,darrang,784529,assam_darrang_784529,7.1,0.5232876712328767,0.44931506849315067
assam,dhemaji,784161,assam_dhemaji_784161,0.04,0.0,0.16666666666666666
assam,dhemaji,784164,assam_dhemaji_784164,0.04,0.0,0.16666666666666666
assam,dhemaji,786003,assam_dhemaji_786003,0.06,0.0,0.23076923076923078
assam,dhemaji,786110,assam_dhemaji_786110,4.925675675675675,0.6991351843422849,0.29631315430132
assam,dhemaji,786610,assam_dhemaji_786610,0.08,0.0,0.2857142857142857
assam,dhemaji,787026,assam_dhemaji_787026,6.091787439613527,0.7631785995279308,0.22895357985837922
assam,dhemaji,787032,assam_dhemaji_787032,0.04,0.08333333333333333,0.08333333333333333
assam,dhemaji,787034,assam_dhemaji_787034,10.553648068669528,0.44997974888618875,0.5459700283515594
assam,dhemaji,787035,assam_dhemaji_787035,11.246575342465754,0.5872442839951865,0.4007220216606498
assam,dhemaji,787053,assam_dhemaji_787053,4.12,0.6944444444444444,0.25925925925925924
assam,dhemaji,787055,assam_dhemaji_787055,0.58,0.23076923076923078,0.5128205128205128
assam,dhemaji,787056,assam_dhemaji_787056,9.64,0.6869918699186992,0.2926829268292683
assam,dhemaji,787057,assam_dhemaji_787057,3.0439663236669783,0.6636029411764706,0.3333333333333333
assam,dhemaji,787058,assam_dhemaji_787058,7.005249343832021,0.3404255319148936,0.6558417319895483
assam,dhemaji,787059,assam_dhemaji_787059,7.468449197860963,0.4603174603174603,0.5382525382525383
assam,dhemaji,787060,assam_dhemaji_787060,3.5544871794871793,0.5263157894736842,0.47143499775078723
assam,dhemaji,787061,assam_dhemaji_787061,6.8668555240793205,0.47165160230073955,0.524239934264585
assam,dhemaji,787110,assam_dhemaji_787110,0.8,0.08,0.72
assam,dhubri,783101,assam_dhubri_783101,0.04,0.0,0.16666666666666666
assam,dhubri,783127,assam_dhubri_783127,26.164948453608247,0.5557299843014128,0.4403453689167975
assam,dhubri,783128,assam_dhubri_783128,44.86,0.5992010652463382,0.39636040834442965
assam,dhubri,783131,assam_dhubri_783131,31.3625,0.4855101230647082,0.5105200476379516
assam,dhubri,783135,assam_dhubri_783135,23.404040404040405,0.563386334336055,0.4323162870648904
assam,dhubri,783301,assam_dhubri_783301,25.46,0.48324240062353857,0.5089633671083398
assam,dhubri,783323,assam_dhubri_783323,26.336206896551722,0.47797716150081565,0.5187601957585645
assam,dhubri,783324,assam_dhubri_783324,35.19375,0.4944158837085623,0.5038113809608226
assam,dhubri,783325,assam_dhubri_783325,30.711111111111112,0.5396539293439078,0.4567411679884643
assam,dhubri,783330,assam_dhubri_783330,17.21129326047359,0.4175917115974204,0.5813510941960038
assam,dhubri,783331,assam_dhubri_783331,8.181927710843373,0.483605352154095,0.514924275841788
assam,dhubri,783332,assam_dhubri_783332,17.96,0.4724669603524229,0.5165198237885462
assam,dhubri,783334,assam_dhubri_783334,13.286469344608879,0.3862787184990858,0.6129263057476747
assam,dhubri,783335,assam_dhubri_783335,24.391304347826086,0.5029930431968938,0.4953890956155962
assam,dhubri,783337,assam_dhubri_783337,3.5441860465116277,0.5962543554006968,0.39939024390243905
assam,dhubri,783339,assam_dhubri_783339,30.199115044247787,0.5846378931967813,0.413899049012436
assam,dhubri,783345,assam_dhubri_783345,28.459183673469386,0.5112540192926045,0.48517327617006073
assam,dhubri,783348,assam_dhubri_783348,8.628727936701157,0.49742722210474377,0.5018679072390216
assam,dhubri,783349,assam_dhubri_783349,10.155102040816326,0.3686321700762134,0.6293622141997594
assam,dhubri,783354,assam_dhubri_783354,0.06,0.0,0.23076923076923078
assam,dhubri,783360,assam_dhubri_783360,0.02,0.09090909090909091,0.0
assam,dhubri,783371,assam_dhubri_783371,17.695652173913043,0.5239594263728576,0.4725428471493529
assam,dhubri,783376,assam_dhubri_783376,16.04,0.41379310344827586,0.5738916256157636
assam,dhubri,783388,assam_dhubri_783388,0.04,0.0,0.16666666666666666
assam,dibrugarh,785670,assam_dibrugarh_785670,3.0,0.40625,0.53125
assam,dibrugarh,785675,assam_dibrugarh_785675,5.115027829313544,0.5330683050234911,0.4633176725695699
assam,dibrugarh,785676,assam_dibrugarh_785676,25.26,0.6205813040062844,0.3715632364493323
assam,dibrugarh,786001,assam_dibrugarh_786001,8.533962264150944,0.6291639091109641,0.3686300463269358
assam,dibrugarh,786002,assam_dibrugarh_786002,5.56,0.6145833333333334,0.3506944444444444
assam,dibrugarh,786003,assam_dibrugarh_786003,9.907749077490775,0.6486085343228201,0.3476808905380334
assam,dibrugarh,786004,assam_dibrugarh_786004,27.96,0.7066761363636364,0.2862215909090909
assam,dibrugarh,786005,assam_dibrugarh_786005,12.16,0.7944983818770227,0.18932038834951456
assam,dibrugarh,786006,assam_dibrugarh_786006,3.18,0.8047337278106509,0.13609467455621302
assam,dibrugarh,786007,assam_dibrugarh_786007,8.53822629969419,0.7330478229835832,0.2633832976445396
assam,dibrugarh,786008,assam_dibrugarh_786008,12.38,0.8441971383147854,0.13990461049284578
assam,dibrugarh,786010,assam_dibrugarh_786010,5.24015748031496,0.5224550898203593,0.47380239520958084
assam,dibrugarh,786012,assam_dibrugarh_786012,5.969072164948454,0.7164685908319185,0.266553480475382
assam,dibrugarh,786101,assam_dibrugarh_786101,5.146236559139785,0.6508531002913025,0.3449854348730753
assam,dibrugarh,786102,assam_dibrugarh_786102,0.18,0.21052631578947367,0.2631578947368421
assam,dibrugarh,786103,assam_dibrugarh_786103,18.64,0.559447983014862,0.4299363057324841
assam,dibrugarh,786184,assam_dibrugarh_786184,7.414507772020725,0.5853064066852368,0.4112116991643454
assam,dibrugarh,786189,assam_dibrugarh_786189,0.36,0.03571428571428571,0.6071428571428571
assam,dibrugarh,786191,assam_dibrugarh_786191,10.006211180124224,0.4404688463911166,0.5533621221468229
assam,dibrugarh,786602,assam_dibrugarh_786602,5.193548387096774,0.555397051830718,0.439847836424156
assam,dibrugarh,786610,assam_dibrugarh_786610,4.501133786848072,0.6265664160401002,0.3684210526315789
assam,dibrugarh,786611,assam_dibrugarh_786611,2.9885057471264367,0.5607594936708861,0.42658227848101266
assam,dibrugarh,786612,assam_dibrugarh_786612,5.136563876651983,0.5034013605442177,0.4880952380952381
assam,dibrugarh,786613,assam_dibrugarh_786613,4.485294117647059,0.5302931596091205,0.4631921824104234
assam,dibrugarh,786614,assam_dibrugarh_786614,10.716417910447761,0.6057692307692307,0.3804945054945055
assam,dibrugarh,786621,assam_dibrugarh_786621,8.62,0.4376417233560091,0.5396825396825397
assam,dibrugarh,786622,assam_dibrugarh_786622,0.84,0.25,0.5576923076923077
assam,dibrugarh,786623,assam_dibrugarh_786623,7.0,0.5666666666666667,0.40555555555555556
assam,dibrugarh,786624,assam_dibrugarh_786624,0.58,0.23076923076923078,0.5128205128205128
assam,dibrugarh,786692,assam_dibrugarh_786692,1.22,0.22535211267605634,0.6338028169014085
assam,dima hasao,788818,assam_dima hasao_788818,0.28,0.0,0.5833333333333334
assam,dima hasao,788819,assam_dima hasao_788819,0.2825112107623318,0.0684931506849315,0.7945205479452054
assam,dima hasao,788830,assam_dima hasao_788830,0.34,0.18518518518518517,0.4444444444444444
assam,dima hasao,788831,assam_dima hasao_788831,0.3,0.08,0.52
assam,dima hasao,788832,assam_dima hasao_788832,0.08,0.0,0.2857142857142857
assam,dima hasao,788931,assam_dima hasao_788931,0.88,0.0,0.8148148148148148
assam,goalpara,783101,assam_goalpara_783101,10.047619047619047,0.40514625561354534,0.5936400048549582
assam,goalpara,783120,assam_goalpara_783120,14.416167664670658,0.275440414507772,0.7224870466321244
assam,goalpara,783121,assam_goalpara_783121,16.24705882352941,0.5923795830337887,0.400431344356578
assam,goalpara,783122,assam_goalpara_783122,4.26,0.273542600896861,0.6816143497757847
assam,goalpara,783123,assam_goalpara_783123,19.04,0.6226611226611226,0.36694386694386694
assam,goalpara,783124,assam_goalpara_783124,18.967741935483872,0.38195615514333897,0.6096121416526138
assam,goalpara,783125,assam_goalpara_783125,5.779245283018868,0.45883501464367066,0.5379108363163033
assam,goalpara,783126,assam_goalpara_783126,5.0621212121212125,0.38495971351835273,0.6120561026559236
assam,goalpara,783129,assam_goalpara_783129,5.016981132075472,0.3742953776775648,0.6249530251785044
assam,goalpara,783130,assam_goalpara_783130,4.669376693766938,0.42238892094633584,0.5718407386035776
assam,goalpara,783132,assam_goalpara_783132,3.3751522533495737,0.5246314275440489,0.4717727436174038
assam,goalpara,783133,assam_goalpara_783133,0.3,0.12,0.48
assam,goalpara,783134,assam_goalpara_783134,1.517915309446254,0.4369747899159664,0.542016806722689
assam,goalpara,783330,assam_goalpara_783330,16.802139037433154,0.5145939086294417,0.48223350253807107
assam,golaghat,785601,assam_golaghat_785601,5.109775641025641,0.5498669171755127,0.4485674025364021
assam,golaghat,785602,assam_golaghat_785602,3.980535279805353,0.488456865127582,0.5054678007290401
assam,golaghat,785603,assam_golaghat_785603,1.7224025974025974,0.2707749766573296,0.7198879551820728
assam,golaghat,785609,assam_golaghat_785609,2.069182389937107,0.32448377581120946,0.6460176991150443
assam,golaghat,785610,assam_golaghat_785610,2.787878787878788,0.47202797202797203,0.493006993006993
assam,golaghat,785611,assam_golaghat_785611,5.961290322580645,0.45694294940796554,0.5376749192680301
assam,golaghat,785612,assam_golaghat_785612,1.9657594381035997,0.40995998221431745,0.5855935971542908
assam,golaghat,785613,assam_golaghat_785613,4.483271375464684,0.32976973684210525,0.6620065789473685
assam,golaghat,785614,assam_golaghat_785614,3.3587069864442127,0.5143918291550603,0.482513153822346
assam,golaghat,785615,assam_golaghat_785615,2.3381642512077296,0.5060728744939271,0.47368421052631576
assam,golaghat,785618,assam_golaghat_785618,24.36,0.499185667752443,0.49267100977198697
