state,district,pincode,region_key,demo_to_enrol_ratio,bio_to_enrol_ratio
assam,barpeta,781302,assam_barpeta_781302,3.0026178010471205,5.4267015706806285
assam,barpeta,781305,assam_barpeta_781305,2.71395881006865,5.105263157894737
assam,barpeta,781307,assam_barpeta_781307,11.746666666666666,22.573333333333334
assam,barpeta,781308,assam_barpeta_781308,3.4285714285714284,3.5692307692307694
assam,barpeta,781309,assam_barpeta_781309,3.0975103734439835,6.090248962655601
assam,barpeta,781312,assam_barpeta_781312,9.257142857142858,9.628571428571428
assam,barpeta,781313,assam_barpeta_781313,4.218390804597701,7.004597701149425
assam,barpeta,781314,assam_barpeta_781314,2.003306878306878,3.6686507936507935
assam,barpeta,781315,assam_barpeta_781315,1.1339840283939664,4.887311446317658
assam,barpeta,781316,assam_barpeta_781316,17.824267782426777,25.627615062761507
assam,barpeta,781317,assam_barpeta_781317,2.522546419098143,10.246684350132625
assam,barpeta,781318,assam_barpeta_781318,8.585858585858587,28.373737373737374
assam,barpeta,781319,assam_barpeta_781319,13.255747126436782,16.272988505747126
assam,barpeta,781321,assam_barpeta_781321,12.27659574468085,25.43262411347518
assam,barpeta,781325,assam_barpeta_781325,5.364864864864865,11.891891891891891
assam,barpeta,781326,assam_barpeta_781326,6.705882352941177,12.294117647058824
assam,barpeta,781327,assam_barpeta_781327,0.2,0.0
assam,barpeta,781328,assam_barpeta_781328,27.0,51.8
assam,barpeta,781329,assam_barpeta_781329,6.208333333333333,13.625
assam,barpeta,781338,assam_barpeta_781338,0.2,0.5
assam,barpeta,781352,assam_barpeta_781352,12.626436781609195,39.3448275862069
assam,barpeta,781355,assam_barpeta_781355,2.6,12.8
assam,barpeta,781367,assam_barpeta_781367,0.0,0.1
assam,barpeta,781371,assam_barpeta_781371,1.3,1.5
assam,barpeta,781375,assam_barpeta_781375,12.35897435897436,24.743589743589745
assam,barpeta,781377,assam_barpeta_781377,0.1,0.0
assam,barpeta,783101,assam_barpeta_783101,0.0,0.0
assam,biswanath,784166,assam_biswanath_784166,2.75,1.0833333333333333
assam,biswanath,784167,assam_biswanath_784167,9.222222222222221,7.944444444444445
assam,biswanath,784168,assam_biswanath_784168,28.82456140350877,24.228070175438596
assam,biswanath,784169,assam_biswanath_784169,53.0,18.818181818181817
assam,biswanath,784170,assam_biswanath_784170,34.0,24.307692307692307
assam,biswanath,784172,assam_biswanath_784172,9.3,11.2
assam,biswanath,784173,assam_biswanath_784173,10.0,16.736842105263158
assam,biswanath,784174,assam_biswanath_784174,4.655172413793103,6.663793103448276
assam,biswanath,784175,assam_biswanath_784175,7.555555555555555,16.833333333333332
assam,biswanath,784176,assam_biswanath_784176,6.331858407079646,5.54424778761062
assam,biswanath,784177,assam_biswanath_784177,6.833333333333333,13.033333333333333
assam,biswanath,784178,assam_biswanath_784178,7.5,26.642857142857142
assam,biswanath,784179,assam_biswanath_784179,10.615384615384615,23.076923076923077
assam,biswanath,784180,assam_biswanath_784180,2.3,1.9
assam,biswanath,784184,assam_biswanath_784184,8.6875,10.875
assam,biswanath,784189,assam_biswanath_784189,1.9,1.8
assam,bongaigaon,783334,assam_bongaigaon_783334,0.0,0.1
assam,bongaigaon,783371,assam_bongaigaon_783371,1.783132530120482,3.602409638554217
assam,bongaigaon,783372,assam_bongaigaon_783372,10.055555555555555,34.69444444444444
assam,bongaigaon,783380,assam_bongaigaon_783380,31.983539094650205,16.325102880658438
assam,bongaigaon,783381,assam_bongaigaon_783381,5.508474576271187,6.661016949152542
assam,bongaigaon,783382,assam_bongaigaon_783382,12.37037037037037,32.48148148148148
assam,bongaigaon,783383,assam_bongaigaon_783383,55.35294117647059,54.11764705882353
assam,bongaigaon,783384,assam_bongaigaon_783384,18.699675324675326,12.287337662337663
assam,bongaigaon,783385,assam_bongaigaon_783385,1.4,2.1
assam,bongaigaon,783388,assam_bongaigaon_783388,36.979166666666664,25.770833333333332
assam,bongaigaon,783389,assam_bongaigaon_783389,8.80952380952381,24.952380952380953
assam,bongaigaon,783390,assam_bongaigaon_783390,14.096153846153847,37.34615384615385
assam,bongaigaon,783391,assam_bongaigaon_783391,1.212962962962963,1.4660493827160495
assam,bongaigaon,783392,assam_bongaigaon_783392,19.70909090909091,56.054545454545455
assam,bongaigaon,783393,assam_bongaigaon_783393,0.0,0.1
assam,cachar,782448,assam_cachar_782448,0.0,0.0
assam,cachar,788001,assam_cachar_788001,1.6712328767123288,4.674657534246576
assam,cachar,788002,assam_cachar_788002,0.6339869281045751,2.661764705882353
assam,cachar,788003,assam_cachar_788003,1.1026694045174539,4.574948665297741
assam,cachar,788004,assam_cachar_788004,5.833333333333333,37.083333333333336
assam,cachar,788005,assam_cachar_788005,1.8650137741046833,3.7300275482093666
assam,cachar,788006,assam_cachar_788006,9.515151515151516,19.075757575757574
assam,cachar,788007,assam_cachar_788007,3.816666666666667,11.366666666666667
assam,cachar,788008,assam_cachar_788008,3.0,3.7
assam,cachar,788009,assam_cachar_788009,0.8646362098138748,2.99492385786802
assam,cachar,788010,assam_cachar_788010,5.733333333333333,15.066666666666666
assam,cachar,788011,assam_cachar_788011,1.6395348837209303,1.5930232558139534
assam,cachar,788013,assam_cachar_788013,7.466019417475728,12.436893203883495
assam,cachar,788014,assam_cachar_788014,6.066666666666666,9.866666666666667
assam,cachar,788015,assam_cachar_788015,5.766666666666667,13.9
assam,cachar,788025,assam_cachar_788025,11.586666666666666,21.08
assam,cachar,788026,assam_cachar_788026,14.085106382978724,21.70212765957447
assam,cachar,788030,assam_cachar_788030,1.423474178403756,1.619718309859155
assam,cachar,788031,assam_cachar_788031,9.710526315789474,9.842105263157896
assam,cachar,788098,assam_cachar_788098,2.0217983651226157,2.8228882833787465
assam,cachar,788099,assam_cachar_788099,6.772,6.344
assam,cachar,788101,assam_cachar_788101,5.853300733496333,5.234718826405868
assam,cachar,788102,assam_cachar_788102,1.0641711229946524,1.2513368983957218
assam,cachar,788103,assam_cachar_788103,10.9,13.633333333333333
assam,cachar,788104,assam_cachar_788104,6.076576576576577,4.058558558558558
assam,cachar,788106,assam_cachar_788106,24.416666666666668,18.0
assam,cachar,788107,assam_cachar_788107,1.656192236598891,2.2273567467652495
assam,cachar,788108,assam_cachar_788108,14.058823529411764,4.411764705882353
assam,cachar,788109,assam_cachar_788109,6.75,1.6666666666666667
assam,cachar,788110,assam_cachar_788110,22.285714285714285,38.57142857142857
assam,cachar,788111,assam_cachar_788111,4.842105263157895,12.526315789473685
assam,cachar,788112,assam_cachar_788112,0.983957219251337,3.053475935828877
assam,cachar,788113,assam_cachar_788113,2.608510638297872,2.8127659574468087
assam,cachar,788114,assam_cachar_788114,1.9522058823529411,3.3198529411764706
assam,cachar,788115,assam_cachar_788115,6.878048780487805,16.24390243902439
assam,cachar,788116,assam_cachar_788116,2.5352941176470587,4.3088235294117645
assam,cachar,788117,assam_cachar_788117,1.5648854961832062,1.9465648854961832
assam,cachar,788118,assam_cachar_788118,4.739726027397261,5.534246575342466
assam,cachar,788119,assam_cachar_788119,2.6902050113895215,5.687927107061504
assam,cachar,788120,assam_cachar_788120,3.742765273311897,7.006430868167203
assam,cachar,788121,assam_cachar_788121,7.085714285714285,10.142857142857142
assam,cachar,788123,assam_cachar_788123,7.870967741935484,9.741935483870968
assam,cachar,788126,assam_cachar_788126,2.7331460674157304,2.544943820224719
assam,cachar,788127,assam_cachar_788127,8.272727272727273,19.0
assam,cachar,788150,assam_cachar_788150,8.666666666666666,14.916666666666666
assam,cachar,788152,assam_cachar_788152,0.4,0.0
assam,cachar,788155,assam_cachar_788155,0.4,0.0
assam,cachar,788161,assam_cachar_788161,0.4,0.3
assam,cachar,788163,assam_cachar_788163,0.2,0.3
assam,cachar,788164,assam_cachar_788164,0.4,0.0
assam,cachar,788165,assam_cachar_788165,0.2,0.0
assam,cachar,788166,assam_cachar_788166,0.1,0.0
assam,cachar,788709,assam_cachar_788709,0.0,0.0
assam,cachar,788713,assam_cachar_788713,0.0,0.1
assam,cachar,788722,assam_cachar_788722,0.0,0.3
assam,cachar,788725,assam_cachar_788725,0.4,0.0
assam,cachar,788726,assam_cachar_788726,0.2,0.0
assam,cachar,788735,assam_cachar_788735,0.2,0.0
assam,cachar,788801,assam_cachar_788801,7.909090909090909,15.727272727272727
assam,cachar,788802,assam_cachar_788802,0.8034934497816594,2.37117903930131
assam,cachar,788804,assam_cachar_788804,13.88888888888889,22.962962962962962
assam,cachar,788805,assam_cachar_788805,1.5854341736694677,2.619047619047619
assam,cachar,788806,assam_cachar_788806,3.3,0.6
assam,cachar,788815,assam_cachar_788815,1.8623771224307417,2.2493297587131367
assam,cachar,788816,assam_cachar_788816,19.56756756756757,19.16216216216216
assam,cachar,788817,assam_cachar_788817,1.4957264957264957,2.7720797720797723
assam,charaideo,785669,assam_charaideo_785669,2.2,1.8
assam,charaideo,785670,assam_charaideo_785670,21.846153846153847,19.82051282051282
assam,charaideo,785673,assam_charaideo_785673,16.2,47.5
assam,charaideo,785686,assam_charaideo_785686,2.9,1.9
assam,charaideo,785688,assam_charaideo_785688,5.1,2.3
assam,charaideo,785689,assam_charaideo_785689,5.515151515151516,7.356060606060606
assam,charaideo,785690,assam_charaideo_785690,7.8273809523809526,6.505952380952381
assam,charaideo,785691,assam_charaideo_785691,23.703703703703702,28.925925925925927
assam,charaideo,785692,assam_charaideo_785692,5.626086956521739,5.8304347826086955
assam,charaideo,785693,assam_charaideo_785693,24.904761904761905,31.714285714285715
assam,charaideo,785698,assam_charaideo_785698,6.5,5.6
assam,chirang,781317,assam_chirang_781317,3.9,3.8
assam,chirang,783337,assam_chirang_783337,0.1,0.1
assam,chirang,783346,assam_chirang_783346,0.4,0.1
assam,chirang,783360,assam_chirang_783360,1.2,0.2
assam,chirang,783370,assam_chirang_783370,0.1,0.0
assam,chirang,783372,assam_chirang_783372,16.884615384615383,62.26923076923077
assam,chirang,783373,assam_chirang_783373,2.7615062761506275,3.8912133891213387
assam,chirang,783375,assam_chirang_783375,0.6909413854351687,3.761989342806394
assam,chirang,783380,assam_chirang_783380,13.235294117647058,18.676470588235293
assam,chirang,783381,assam_chirang_783381,10.1,27.4
assam,chirang,783384,assam_chirang_783384,0.0,0.1
assam,chirang,783385,assam_chirang_783385,14.627450980392156,20.627450980392158
assam,chirang,783390,assam_chirang_783390,1.7606093579978237,4.47986942328618
assam,chirang,783391,assam_chirang_783391,10.516129032258064,33.274193548387096
assam,chirang,783392,assam_chirang_783392,8.6,53.5
assam,chirang,783393,assam_chirang_783393,4.128318584070796,13.0929203539823
assam,chirang,783394,assam_chirang_783394,1.6009389671361502,6.136150234741784
assam,darrang,784114,assam_darrang_784114,1.9057071960297767,1.7196029776674937
assam,darrang,784115,assam_darrang_784115,5.409810126582278,4.2325949367088604
assam,darrang,784116,assam_darrang_784116,4.554561717352415,4.803220035778176
assam,darrang,784125,assam_darrang_784125,3.140926640926641,5.735521235521236
assam,darrang,784144,assam_darrang_784144,8.363636363636363,12.327272727272728
assam,darrang,784145,assam_darrang_784145,3.13595166163142,4.862537764350453
assam,darrang,784146,assam_darrang_784146,4.573200992555831,3.7667493796526053
assam,darrang,784147,assam_darrang_784147,4.162162162162162,8.783783783783784
assam,darrang,784148,assam_darrang_784148,18.764705882352942,16.294117647058822
assam,darrang,784149,assam_darrang_784149,0.0,0.0
assam,darrang,784168,assam_darrang_784168,0.1,0.0
assam,darrang,784190,assam_darrang_784190,1.3364779874213837,5.770440251572327
assam,darrang,784507,assam_darrang_784507,0.4,0.0
assam,darrang,784509,assam_darrang_784509,1.1,0.3
assam,darrang,784514,assam_darrang_784514,4.245689655172414,5.310344827586207
assam,darrang,784521,assam_darrang_784521,0.1,0.0
assam,darrang,784522,assam_darrang_784522,4.4,2.7
assam,darrang,784524,assam_darrang_784524,0.0,0.0
assam,darrang,784525,assam_darrang_784525,17.026315789473685,17.973684210526315
assam,darrang,784529,assam_darrang_784529,6.3076923076923075,7.346153846153846
assam,dhemaji,784161,assam_dhemaji_784161,0.2,0.0
assam,dhemaji,784164,assam_dhemaji_784164,0.2,0.0
assam,dhemaji,786003,assam_dhemaji_786003,0.3,0.0
assam,dhemaji,786110,assam_dhemaji_786110,1.4662162162162162,3.4594594594594597
assam,dhemaji,786610,assam_dhemaji_786610,0.4,0.0
assam,dhemaji,787026,assam_dhemaji_787026,1.4057971014492754,4.685990338164252
assam,dhemaji,787032,assam_dhemaji_787032,0.1,0.1
assam,dhemaji,787034,assam_dhemaji_787034,5.785407725321888,4.76824034334764
assam,dhemaji,787035,assam_dhemaji_787035,4.561643835616438,6.684931506849315
assam,dhemaji,787053,assam_dhemaji_787053,4.3076923076923075,11.538461538461538
assam,dhemaji,787055,assam_dhemaji_787055,2.0,0.9
assam,dhemaji,787056,assam_dhemaji_787056,7.578947368421052,17.789473684210527
assam,dhemaji,787057,assam_dhemaji_787057,1.0177736202057999,2.0261927034611786
assam,dhemaji,787058,assam_dhemaji_787058,4.611548556430447,2.393700787401575
assam,dhemaji,787059,assam_dhemaji_787059,4.025668449197861,3.4427807486631017
assam,dhemaji,787060,assam_dhemaji_787060,1.6794871794871795,1.875
assam,dhemaji,787061,assam_dhemaji_787061,3.6147308781869687,3.2521246458923514
assam,dhemaji,787110,assam_dhemaji_787110,3.6,0.4
assam,dhubri,783101,assam_dhubri_783101,0.2,0.0
assam,dhubri,783127,assam_dhubri_783127,11.56701030927835,14.597938144329897
assam,dhubri,783128,assam_dhubri_783128,21.78048780487805,32.926829268292686
assam,dhubri,783131,assam_dhubri_783131,16.075,15.2875
assam,dhubri,783135,assam_dhubri_783135,10.16161616161616,13.242424242424242
assam,dhubri,783301,assam_dhubri_783301,19.78787878787879,18.78787878787879
assam,dhubri,783323,assam_dhubri_783323,13.706896551724139,12.629310344827585
assam,dhubri,783324,assam_dhubri_783324,17.7625,17.43125
assam,dhubri,783325,assam_dhubri_783325,14.077777777777778,16.633333333333333
assam,dhubri,783330,assam_dhubri_783330,10.01639344262295,7.194899817850637
assam,dhubri,783331,assam_dhubri_783331,4.219277108433735,3.9626506024096386
assam,dhubri,783332,assam_dhubri_783332,13.4,12.257142857142858
assam,dhubri,783334,assam_dhubri_783334,8.150105708245244,5.136363636363637
assam,dhubri,783335,assam_dhubri_783335,12.102766798418973,12.288537549407115
assam,dhubri,783337,assam_dhubri_783337,1.4217054263565891,2.122480620155039
assam,dhubri,783339,assam_dhubri_783339,12.517699115044248,17.68141592920354
assam,dhubri,783345,assam_dhubri_783345,13.857142857142858,14.60204081632653
assam,dhubri,783348,assam_dhubri_783348,4.33353621424224,4.295191722458917
assam,dhubri,783349,assam_dhubri_783349,6.404081632653061,3.7510204081632654
assam,dhubri,783354,assam_dhubri_783354,0.3,0.0
assam,dhubri,783360,assam_dhubri_783360,0.0,0.1
assam,dhubri,783371,assam_dhubri_783371,8.391304347826088,9.304347826086957
assam,dhubri,783376,assam_dhubri_783376,14.5625,10.5
assam,dhubri,783388,assam_dhubri_783388,0.2,0.0
assam,dibrugarh,785670,assam_dibrugarh_785670,4.0476190476190474,3.0952380952380953
assam,dibrugarh,785675,assam_dibrugarh_785675,2.37847866419295,2.7365491651205938
assam,dibrugarh,785676,assam_dibrugarh_785676,13.911764705882353,23.235294117647058
assam,dibrugarh,786001,assam_dibrugarh_786001,3.1528301886792454,5.381132075471698
assam,dibrugarh,786002,assam_dibrugarh_786002,10.1,17.7
assam,dibrugarh,786003,assam_dibrugarh_786003,3.4575645756457565,6.450184501845018
assam,dibrugarh,786004,assam_dibrugarh_786004,26.866666666666667,66.33333333333333
assam,dibrugarh,786005,assam_dibrugarh_786005,11.7,49.1
assam,dibrugarh,786006,assam_dibrugarh_786006,2.3,13.6
assam,dibrugarh,786007,assam_dibrugarh_786007,2.256880733944954,6.281345565749236
assam,dibrugarh,786008,assam_dibrugarh_786008,3.52,21.24
assam,dibrugarh,786010,assam_dibrugarh_786010,2.4921259842519685,2.748031496062992
assam,dibrugarh,786012,assam_dibrugarh_786012,1.6185567010309279,4.350515463917525
assam,dibrugarh,786101,assam_dibrugarh_786101,1.782795698924731,3.3634408602150536
assam,dibrugarh,786102,assam_dibrugarh_786102,0.5,0.4
assam,dibrugarh,786103,assam_dibrugarh_786103,8.1,10.54
assam,dibrugarh,786184,assam_dibrugarh_786184,3.0595854922279795,4.3549222797927465
assam,dibrugarh,786189,assam_dibrugarh_786189,1.7,0.1
assam,dibrugarh,786191,assam_dibrugarh_786191,5.571428571428571,4.434782608695652
assam,dibrugarh,786602,assam_dibrugarh_786602,2.295285359801489,2.898263027295285
assam,dibrugarh,786610,assam_dibrugarh_786610,1.6666666666666667,2.834467120181406
assam,dibrugarh,786611,assam_dibrugarh_786611,1.2911877394636015,1.6973180076628354
assam,dibrugarh,786612,assam_dibrugarh_786612,2.5286343612334803,2.607929515418502
assam,dibrugarh,786613,assam_dibrugarh_786613,2.0911764705882354,2.3941176470588235
assam,dibrugarh,786614,assam_dibrugarh_786614,4.134328358208955,6.582089552238806
assam,dibrugarh,786621,assam_dibrugarh_786621,9.916666666666666,8.041666666666666
assam,dibrugarh,786622,assam_dibrugarh_786622,2.9,1.3
assam,dibrugarh,786623,assam_dibrugarh_786623,7.3,10.2
assam,dibrugarh,786624,assam_dibrugarh_786624,1.8181818181818181,0.8181818181818182
assam,dibrugarh,786692,assam_dibrugarh_786692,4.5,1.6
assam,dima hasao,788818,assam_dima hasao_788818,1.4,0.0
assam,dima hasao,788819,assam_dima hasao_788819,0.2600896860986547,0.02242152466367713
assam,dima hasao,788830,assam_dima hasao_788830,1.2,0.5
assam,dima hasao,788831,assam_dima hasao_788831,1.3,0.2
assam,dima hasao,788832,assam_dima hasao_788832,0.4,0.0
assam,dima hasao,788931,assam_dima hasao_788931,4.4,0.0
assam,goalpara,783101,assam_goalpara_783101,5.971916971916972,4.075702075702075
assam,goalpara,783120,assam_goalpara_783120,10.437125748502995,3.9790419161676644
assam,goalpara,783121,assam_goalpara_783121,6.552941176470588,9.694117647058823
assam,goalpara,783122,assam_goalpara_783122,15.2,6.1
assam,goalpara,783123,assam_goalpara_783123,10.085714285714285,17.114285714285714
assam,goalpara,783124,assam_goalpara_783124,11.661290322580646,7.306451612903226
assam,goalpara,783125,assam_goalpara_783125,3.1188679245283017,2.660377358490566
assam,goalpara,783126,assam_goalpara_783126,3.1075757575757574,1.9545454545454546
assam,goalpara,783129,assam_goalpara_783129,3.137735849056604,1.879245283018868
assam,goalpara,783130,assam_goalpara_783130,2.6856368563685638,1.983739837398374
assam,goalpara,783132,assam_goalpara_783132,1.5980511571254568,1.777101096224117
assam,goalpara,783133,assam_goalpara_783133,1.2,0.3
assam,goalpara,783134,assam_goalpara_783134,0.8403908794788274,0.6775244299674267
assam,goalpara,783330,assam_goalpara_783330,8.128342245989305,8.67379679144385
assam,golaghat,785601,assam_golaghat_785601,2.295673076923077,2.8141025641025643
assam,golaghat,785602,assam_golaghat_785602,2.024330900243309,1.9562043795620438
assam,golaghat,785603,assam_golaghat_785603,1.2516233766233766,0.4707792207792208
assam,golaghat,785609,assam_golaghat_785609,1.3773584905660377,0.6918238993710691
assam,golaghat,785610,assam_golaghat_785610,1.4242424242424243,1.3636363636363635
assam,golaghat,785611,assam_golaghat_785611,3.2225806451612904,2.738709677419355
assam,golaghat,785612,assam_golaghat_785612,1.1562774363476733,0.8094820017559262
assam,golaghat,785613,assam_golaghat_785613,2.992565055762082,1.4907063197026023
assam,golaghat,785614,assam_golaghat_785614,1.6256517205422314,1.7330552659019813
assam,golaghat,785615,assam_golaghat_785615,1.1304347826086956,1.2077294685990339
assam,golaghat,785618,assam_golaghat_785618,18.333333333333332,18.575757575757574
assam,golaghat,785619,assam_golaghat_785619,11.947368421052632,4.9298245614035086
assam,golaghat,785621,assam_golaghat_785621,1.1319340329835081,1.3868065967016492
assam,golaghat,785622,assam_golaghat_785622,9.80722891566265,5.072289156626506
assam,golaghat,785625,assam_golaghat_785625,1.3063063063063063,0.5711711711711712
assam,golaghat,785626,assam_golaghat_785626,7.7,14.9
assam,golaghat,785630,assam_golaghat_785630,0.0,0.1
assam,golaghat,785631,assam_golaghat_785631,0.6,0.2
assam,golaghat,785634,assam_golaghat_785634,0.2,0.0
assam,golaghat,785635,assam_golaghat_785635,0.1,0.0
assam,golaghat,785685,assam_golaghat_785685,0.0,0.1
assam,golaghat,785692,assam_golaghat_785692,0.2,0.0
assam,golaghat,785697,assam_golaghat_785697,0.0,0.1
assam,golaghat,785699,assam_golaghat_785699,1.2409638554216869,1.3373493975903614
assam,golaghat,785702,assam_golaghat_785702,1.5019011406844107,0.7889733840304183
assam,golaghat,785703,assam_golaghat_785703,0.48,0.22
assam,golaghat,785705,assam_golaghat_785705,1.17162471395881,1.0663615560640731
assam,hailakandi,788007,assam_hailakandi_788007,0.1,0.5
assam,hailakandi,788102,assam_hailakandi_788102,0.8,0.1
assam,hailakandi,788113,assam_hailakandi_788113,7.136363636363637,9.886363636363637
assam,hailakandi,788117,assam_hailakandi_788117,0.4,0.1
assam,hailakandi,788150,assam_hailakandi_788150,6.069230769230769,10.961538461538462
assam,hailakandi,788151,assam_hailakandi_788151,6.96969696969697,12.212121212121213
assam,hailakandi,788152,assam_hailakandi_788152,2.7383177570093458,5.009345794392523
assam,hailakandi,788155,assam_hailakandi_788155,3.2818991097922847,7.55786350148368
assam,hailakandi,788160,assam_hailakandi_788160,10.857142857142858,5.714285714285714
assam,hailakandi,788161,assam_hailakandi_788161,3.429872495446266,3.302367941712204
assam,hailakandi,788162,assam_hailakandi_788162,7.25,6.490566037735849
assam,hailakandi,788163,assam_hailakandi_788163,1.3227571115973742,3.0317286652078774
assam,hailakandi,788164,assam_hailakandi_788164,4.070707070707071,5.257575757575758
assam,hailakandi,788165,assam_hailakandi_788165,3.227272727272727,3.213636363636364
assam,hailakandi,788166,assam_hailakandi_788166,0.3,0.0
assam,hailakandi,788168,assam_hailakandi_788168,4.904761904761905,16.142857142857142
assam,hailakandi,788720,assam_hailakandi_788720,0.7,0.1
assam,hailakandi,788801,assam_hailakandi_788801,7.361538461538461,8.915384615384616
assam,hailakandi,788802,assam_hailakandi_788802,5.0,6.529411764705882
assam,hailakandi,788806,assam_hailakandi_788806,0.2,0.0
assam,hailakandi,788816,assam_hailakandi_788816,0.3,0.0
assam,hailakandi,788817,assam_hailakandi_788817,0.0,0.0
assam,hojai,782428,assam_hojai_782428,11.882352941176471,30.08823529411765
assam,hojai,782429,assam_hojai_782429,4.734939759036145,9.578313253012048
assam,hojai,782435,assam_hojai_782435,1.9391634980988592,3.176425855513308
assam,hojai,782439,assam_hojai_782439,4.493006993006993,5.604895104895105
assam,hojai,782440,assam_hojai_782440,8.796296296296296,16.185185185185187
assam,hojai,782442,assam_hojai_782442,7.065384615384615,6.015384615384615
assam,hojai,782445,assam_hojai_782445,13.76530612244898,16.877551020408163
assam,hojai,782446,assam_hojai_782446,2.4391250515889396,2.3755674783326457
assam,hojai,782447,assam_hojai_782447,3.3553299492385786,9.279187817258883
assam,hojai,782481,assam_hojai_782481,5.714285714285714,4.857142857142857
assam,jorhat,785001,assam_jorhat_785001,4.281345565749236,3.510703363914373
assam,jorhat,785004,assam_jorhat_785004,4.714285714285714,9.0
assam,jorhat,785005,assam_jorhat_785005,1.2,0.9
assam,jorhat,785006,assam_jorhat_785006,4.710743801652892,4.099173553719008
assam,jorhat,785007,assam_jorhat_785007,6.7,8.8
assam,jorhat,785008,assam_jorhat_785008,6.586206896551724,11.862068965517242
assam,jorhat,785009,assam_jorhat_785009,3.3,5.7
assam,jorhat,785010,assam_jorhat_785010,1.4625,6.8
assam,jorhat,785013,assam_jorhat_785013,1.3,0.5
assam,jorhat,785014,assam_jorhat_785014,3.3,5.4
assam,jorhat,785015,assam_jorhat_785015,5.764705882352941,8.117647058823529
assam,jorhat,785101,assam_jorhat_785101,23.5,17.59090909090909
assam,jorhat,785102,assam_jorhat_785102,0.0,0.1
assam,jorhat,785104,assam_jorhat_785104,8.347826086956522,11.043478260869565
assam,jorhat,785105,assam_jorhat_785105,6.590909090909091,7.181818181818182
assam,jorhat,785106,assam_jorhat_785106,1.9,1.1
assam,jorhat,785107,assam_jorhat_785107,1.6292134831460674,5.179775280898877
assam,jorhat,785108,assam_jorhat_785108,2.7589285714285716,3.830357142857143
assam,jorhat,785110,assam_jorhat_785110,6.1,3.6
assam,jorhat,785111,assam_jorhat_785111,3.1,2.3
assam,jorhat,785112,assam_jorhat_785112,2.77027027027027,4.027027027027027
assam,jorhat,785614,assam_jorhat_785614,0.8,0.2
assam,jorhat,785616,assam_jorhat_785616,6.492753623188406,3.3405797101449277
assam,jorhat,785625,assam_jorhat_785625,0.0,0.1
assam,jorhat,785630,assam_jorhat_785630,4.237244897959184,2.913265306122449
assam,jorhat,785631,assam_jorhat_785631,11.326530612244898,6.622448979591836
assam,jorhat,785632,assam_jorhat_785632,2.1052631578947367,3.6315789473684212
assam,jorhat,785633,assam_jorhat_785633,4.297520661157025,3.6942148760330578
assam,jorhat,785634,assam_jorhat_785634,2.4938650306748467,3.1625766871165646
assam,jorhat,785635,assam_jorhat_785635,1.5807174887892377,1.641255605381166
assam,jorhat,785636,assam_jorhat_785636,2.983739837398374,1.1544715447154472
assam,jorhat,785666,assam_jorhat_785666,0.6,0.0
